cliente;atrasos;Resposta;temporel;valorfatura;p_gastoalim;regiaorisco;rendamensal
870;3;1;1;3;3;1;4
871;1;0;2;4;3;4;2
872;4;0;4;2;3;2;3
873;2;1;1;3;4;4;2
874;3;1;2;1;2;2;2
875;2;1;1;1;1;3;1
876;4;1;3;2;3;4;4
877;3;1;1;2;2;1;4
878;1;0;1;2;3;4;2
879;3;1;1;1;3;1;3
880;2;0;2;2;3;4;1
881;4;0;2;4;3;3;2
882;2;0;1;2;4;1;4
883;1;0;4;4;4;4;4
884;1;0;4;3;4;4;4
885;2;0;3;1;3;2;4
886;4;0;4;2;4;4;1
887;4;1;4;2;1;1;3
888;4;1;2;2;1;2;2
889;2;1;1;4;2;1;1
890;1;0;4;1;3;4;3
891;3;1;4;2;1;1;2
892;3;1;1;3;1;4;3
893;1;0;3;2;4;4;4
894;2;0;1;3;4;2;1
895;3;0;1;3;3;4;3
896;3;1;1;1;1;1;3
897;2;0;3;2;3;3;2
898;1;0;2;1;4;2;4
899;4;1;1;3;4;3;2
900;3;1;3;4;1;3;2
901;1;0;3;3;3;1;3
902;2;0;3;2;4;4;3
903;1;0;3;2;3;3;4
904;1;0;2;4;3;2;3
905;3;1;1;1;2;2;1
906;3;1;2;2;3;1;3
907;2;0;4;3;4;4;4
908;3;1;3;3;1;4;2
909;2;0;1;1;1;2;1
910;1;1;1;2;3;3;2
911;3;1;3;2;1;2;2
912;2;0;1;2;2;1;4
913;4;0;2;3;2;4;1
914;2;0;4;4;2;1;4
915;4;1;1;3;4;4;1
916;2;0;4;2;4;1;4
917;4;1;3;2;3;3;4
918;2;1;1;2;3;2;2
919;3;0;4;3;1;4;4
920;2;0;3;2;2;4;2
921;2;1;4;3;2;1;4
922;4;0;3;2;2;4;3
923;3;1;4;1;3;4;3
924;2;0;3;3;4;3;3
925;1;0;1;1;2;2;3
926;3;0;4;3;4;4;4
927;3;0;3;1;1;3;2
928;1;1;2;3;2;4;1
929;1;0;3;1;4;4;2
930;1;0;4;2;1;1;3
931;4;0;4;3;3;1;3
932;2;0;4;1;4;3;2
933;2;0;4;4;3;4;1
934;3;1;4;3;2;3;2
935;3;1;2;2;1;3;2
936;3;0;3;1;3;1;2
937;1;0;4;1;3;3;3
938;3;1;4;2;2;3;1
939;1;0;2;1;4;3;1
940;2;1;4;3;1;2;1
941;3;0;3;2;4;1;3
942;2;1;1;1;1;1;4
943;4;1;1;2;1;3;2
944;3;1;3;1;4;1;3
945;2;0;4;3;3;4;1
946;4;1;4;2;1;4;2
947;4;1;3;1;1;1;3
948;2;0;4;1;4;2;1
949;3;0;1;2;1;2;2
950;3;1;1;2;2;3;3
951;3;0;2;3;4;1;4
952;4;1;4;4;4;2;1
953;2;0;2;1;4;3;1
954;4;1;3;1;2;3;1
955;1;1;3;1;1;3;1
956;3;1;1;1;3;2;2
957;3;1;1;2;3;1;4
958;1;0;4;4;4;4;4
959;2;1;1;2;3;2;3
960;2;1;3;2;1;2;4
961;2;0;1;1;3;3;4
962;1;0;4;1;3;4;1
963;4;1;3;4;3;2;1
964;2;1;1;3;2;2;1
965;4;1;3;3;2;1;4
966;2;1;1;3;3;1;4
967;4;1;1;1;4;3;1
968;4;0;3;4;4;4;2
969;4;1;2;3;1;3;1
970;2;0;4;1;3;3;4
971;2;1;1;1;2;4;3
972;4;1;1;1;4;2;1
973;2;0;3;3;2;3;3
974;4;0;1;4;4;3;3
975;1;0;4;1;1;4;3
976;2;0;2;1;2;2;2
977;4;1;2;1;1;3;2
978;2;1;2;1;3;1;2
979;2;0;2;3;1;2;3
980;3;1;4;1;1;1;1
981;1;0;2;3;3;3;2
982;1;0;4;4;4;1;1
983;4;1;3;4;3;3;4
984;4;1;1;1;1;1;1
985;1;0;3;3;1;1;2
986;3;0;1;2;4;4;4
987;3;1;3;2;1;4;4
988;3;1;1;2;1;3;1
989;4;1;3;3;2;1;4
990;4;1;2;2;1;2;3
991;1;0;3;4;3;2;1
992;3;1;1;2;3;2;1
993;2;1;2;2;3;1;3
994;2;0;3;2;4;3;4
995;1;0;2;2;4;2;3
996;3;1;2;4;3;1;2
997;3;1;4;1;2;4;2
998;4;1;3;1;2;3;4
999;4;0;4;1;3;4;3
1000;1;1;4;2;3;4;4
1001;2;1;2;2;1;1;1
1002;2;0;1;2;4;3;4
1003;2;0;1;1;2;2;1
1004;2;0;1;1;4;2;1
1005;2;0;3;3;4;3;2
1006;2;0;4;3;4;3;3
1007;1;0;1;3;3;3;4
1008;3;0;3;4;4;4;3
1009;3;0;4;4;3;2;4
1010;1;1;2;1;1;2;3
1011;3;1;4;2;1;2;1
1012;3;0;3;1;1;1;2
1013;4;1;3;2;2;4;2
1014;2;0;4;4;1;3;3
1015;3;1;3;2;1;1;3
1016;4;1;2;4;4;2;4
1017;1;0;4;1;1;3;3
1018;1;0;4;3;2;2;2
1019;2;1;2;4;4;1;3
1020;2;0;1;4;1;2;3
1021;2;0;4;1;2;1;3
1022;1;1;2;1;1;2;3
1023;2;1;1;1;2;2;1
1024;4;1;1;2;4;1;2
1025;4;1;2;1;1;3;3
1026;3;0;3;1;4;4;4
1027;4;1;1;2;1;1;1
1028;2;0;1;4;1;1;3
1029;2;1;3;2;2;4;3
1030;1;0;4;2;4;1;4
1031;4;1;2;3;2;2;1
1032;2;0;3;1;3;2;4
1033;1;0;2;3;3;3;2
1034;1;0;3;2;3;3;2
1035;1;0;2;3;3;4;4
1036;1;0;2;4;1;1;3
1037;1;0;1;2;1;4;4
1038;2;1;2;2;4;2;2
1039;4;1;1;4;3;4;4
1040;3;1;4;1;4;1;1
1041;4;1;1;1;3;2;4
1042;4;1;2;4;1;2;2
1043;2;0;3;2;4;2;2
1044;1;0;3;1;2;3;4
1045;1;0;1;1;1;4;2
1046;1;0;4;1;3;4;3
1047;2;0;1;1;3;2;1
1048;3;0;3;2;3;4;4
1049;2;0;2;2;3;1;3
1050;2;0;2;2;4;4;4
1051;3;1;4;2;3;2;2
1052;3;1;1;2;2;3;4
1053;3;1;3;3;2;2;2
1054;1;1;3;4;1;1;1
1055;1;1;1;4;2;1;2
1056;4;1;1;1;2;1;1
1057;3;1;1;1;2;2;1
1058;3;0;4;4;4;4;1
1059;4;0;2;4;2;4;2
1060;2;1;4;1;2;1;4
1061;3;1;3;1;2;2;1
1062;4;0;1;2;4;2;1
1063;3;1;2;1;1;2;1
1064;1;0;3;4;4;3;2
1065;1;0;3;2;2;4;1
1066;1;1;1;1;1;2;2
1067;3;0;4;2;4;1;4
1068;4;1;3;1;1;1;3
1069;4;1;1;3;1;1;1
1070;2;1;4;1;3;1;3
1071;4;1;2;1;4;1;3
1072;2;1;4;4;1;1;1
1073;3;1;1;3;3;1;4
1074;1;0;2;4;3;4;2
1075;4;0;4;2;3;2;3
1076;2;1;1;3;4;4;2
1077;3;1;2;1;2;2;2
1078;2;1;1;1;1;3;1
1079;4;1;3;2;3;4;4
1080;3;1;1;2;2;1;4
1081;1;0;1;2;3;4;2
1082;3;1;1;1;3;1;3
1083;2;0;2;2;3;4;1
1084;4;0;2;4;3;3;2
1085;2;0;1;2;4;1;4
1086;1;0;4;4;4;4;4
1087;1;0;4;3;4;4;4
1088;2;0;3;1;3;2;4
1089;4;0;4;2;4;4;1
1090;4;1;4;2;1;1;3
1091;4;1;2;2;1;2;2
1092;2;1;1;4;2;1;1
1093;1;0;4;1;3;4;3
1094;3;1;4;2;1;1;2
1095;3;1;1;3;1;4;3
1096;1;0;3;2;4;4;4
1097;2;0;1;3;4;2;1
1098;3;0;1;3;3;4;3
1099;3;1;1;1;1;1;3
1100;2;0;3;2;3;3;2
1101;1;0;2;1;4;2;4
1102;4;1;1;3;4;3;2
1103;3;1;3;4;1;3;2
1104;1;0;3;3;3;1;3
1105;2;0;3;2;4;4;3
1106;1;0;3;2;3;3;4
1107;1;0;2;4;3;2;3
1108;3;1;1;1;2;2;1
1109;3;1;2;2;3;1;3
1110;2;0;4;3;4;4;4
1111;3;1;3;3;1;4;2
1112;2;0;1;1;1;2;1
1113;1;1;1;2;3;3;2
1114;3;1;3;2;1;2;2
1115;2;0;1;2;2;1;4
1116;4;0;2;3;2;4;1
1117;2;0;4;4;2;1;4
1118;4;1;1;3;4;4;1
1119;2;0;4;2;4;1;4
1120;4;1;3;2;3;3;4
1121;2;1;1;2;3;2;2
1122;3;0;4;3;1;4;4
1123;2;0;3;2;2;4;2
1124;2;1;4;3;2;1;4
1125;4;0;3;2;2;4;3
1126;3;1;4;1;3;4;3
1127;2;0;3;3;4;3;3
1128;1;0;1;1;2;2;3
1129;3;0;4;3;4;4;4
1130;3;0;3;1;1;3;2
1131;1;1;2;3;2;4;1
1132;1;0;3;1;4;4;2
1133;1;0;4;2;1;1;3
1134;4;0;4;3;3;1;3
1135;2;0;4;1;4;3;2
1136;2;0;4;4;3;4;1
1137;3;1;4;3;2;3;2
1138;3;1;2;2;1;3;2
1139;3;0;3;1;3;1;2
1140;1;0;4;1;3;3;3
1141;3;1;4;2;2;3;1
1142;1;0;2;1;4;3;1
1143;2;1;4;3;1;2;1
1144;3;0;3;2;4;1;3
1145;2;1;1;1;1;1;4
1146;4;1;1;2;1;3;2
1147;3;1;3;1;4;1;3
1148;2;0;4;3;3;4;1
1149;4;1;4;2;1;4;2
1150;4;1;3;1;1;1;3
1151;2;0;4;1;4;2;1
1152;3;0;1;2;1;2;2
1153;3;1;1;2;2;3;3
1154;3;0;2;3;4;1;4
1155;4;1;4;4;4;2;1
1156;2;0;2;1;4;3;1
1157;4;1;3;1;2;3;1
1158;1;1;3;1;1;3;1
1159;3;1;1;1;3;2;2
1160;3;1;1;2;3;1;4
1161;1;0;4;4;4;4;4
1162;2;1;1;2;3;2;3
1163;2;1;3;2;1;2;4
1164;2;0;1;1;3;3;4
1165;1;0;4;1;3;4;1
1166;4;1;3;4;3;2;1
1167;2;1;1;3;2;2;1
1168;4;1;3;3;2;1;4
1169;2;1;1;3;3;1;4
1170;4;1;1;1;4;3;1
1171;4;0;3;4;4;4;2
1172;4;1;2;3;1;3;1
1173;2;0;4;1;3;3;4
1174;2;1;1;1;2;4;3
1175;4;1;1;1;4;2;1
1176;2;0;3;3;2;3;3
1177;4;0;1;4;4;3;3
1178;1;0;4;1;1;4;3
1179;2;0;2;1;2;2;2
1180;4;1;2;1;1;3;2
1181;2;1;2;1;3;1;2
1182;2;0;2;3;1;2;3
1183;3;1;4;1;1;1;1
1184;1;0;2;3;3;3;2
1185;1;0;4;4;4;1;1
1186;4;1;3;4;3;3;4
1187;4;1;1;1;1;1;1
1188;1;0;3;3;1;1;2
1189;3;0;1;2;4;4;4
1190;3;1;3;2;1;4;4
1191;3;1;1;2;1;3;1
1192;4;1;3;3;2;1;4
1193;4;1;2;2;1;2;3
1194;1;0;3;4;3;2;1
1195;3;1;1;2;3;2;1
1196;2;1;2;2;3;1;3
1197;2;0;3;2;4;3;4
1198;1;0;2;2;4;2;3
1199;3;1;2;4;3;1;2
1200;3;1;4;1;2;4;2
1201;4;1;3;1;2;3;4
1202;4;0;4;1;3;4;3
1203;1;1;4;2;3;4;4
1204;2;1;2;2;1;1;1
1205;2;0;1;2;4;3;4
1206;2;0;1;1;2;2;1
1207;2;0;1;1;4;2;1
1208;2;0;3;3;4;3;2
1209;2;0;4;3;4;3;3
1210;1;0;1;3;3;3;4
1211;3;0;3;4;4;4;3
1212;3;0;4;4;3;2;4
1213;1;1;2;1;1;2;3
1214;3;1;4;2;1;2;1
1215;3;0;3;1;1;1;2
1216;4;1;3;2;2;4;2
1217;2;0;4;4;1;3;3
1218;3;1;3;2;1;1;3
1219;4;1;2;4;4;2;4
1220;1;0;4;1;1;3;3
1221;1;0;4;3;2;2;2
1222;2;1;2;4;4;1;3
1223;2;0;1;4;1;2;3
1224;2;0;4;1;2;1;3
1225;1;1;2;1;1;2;3
1226;2;1;1;1;2;2;1
1227;4;1;1;2;4;1;2
1228;4;1;2;1;1;3;3
1229;3;0;3;1;4;4;4
1230;4;1;1;2;1;1;1
1231;2;0;1;4;1;1;3
1232;2;1;3;2;2;4;3
1233;1;0;4;2;4;1;4
1234;4;1;2;3;2;2;1
1235;2;0;3;1;3;2;4
1236;1;0;2;3;3;3;2
1237;1;0;3;2;3;3;2
1238;1;0;2;3;3;4;4
1239;1;0;2;4;1;1;3
1240;1;0;1;2;1;4;4
1241;2;1;2;2;4;2;2
1242;4;1;1;4;3;4;4
1243;3;1;4;1;4;1;1
1244;4;1;1;1;3;2;4
1245;4;1;2;4;1;2;2
1246;2;0;3;2;4;2;2
1247;1;0;3;1;2;3;4
1248;1;0;1;1;1;4;2
1249;1;0;4;1;3;4;3
1250;2;0;1;1;3;2;1
1251;3;0;3;2;3;4;4
1252;2;0;2;2;3;1;3
1253;2;0;2;2;4;4;4
1254;3;1;4;2;3;2;2
1255;3;1;1;2;2;3;4
1256;3;1;3;3;2;2;2
1257;1;1;3;4;1;1;1
1258;1;1;1;4;2;1;2
1259;4;1;1;1;2;1;1
1260;3;1;1;1;2;2;1
1261;3;0;4;4;4;4;1
1262;4;0;2;4;2;4;2
1263;2;1;4;1;2;1;4
1264;3;1;3;1;2;2;1
1265;4;0;1;2;4;2;1
1266;3;1;2;1;1;2;1
1267;1;0;3;4;4;3;2
1268;1;0;3;2;2;4;1
1269;1;1;1;1;1;2;2
1270;3;0;4;2;4;1;4
1271;4;1;3;1;1;1;3
1272;4;1;1;3;1;1;1
1273;2;1;4;1;3;1;3
1274;4;1;2;1;4;1;3
1275;2;1;4;4;1;1;1
1276;3;1;1;3;3;1;4
1277;1;0;2;4;3;4;2
1278;4;0;4;2;3;2;3
1279;2;1;1;3;4;4;2
1280;3;1;2;1;2;2;2
1281;2;1;1;1;1;3;1
1282;4;1;3;2;3;4;4
1283;3;1;1;2;2;1;4
1284;1;0;1;2;3;4;2
1285;3;1;1;1;3;1;3
1286;2;0;2;2;3;4;1
1287;4;0;2;4;3;3;2
1288;2;0;1;2;4;1;4
1289;1;0;4;4;4;4;4
1290;1;0;4;3;4;4;4
1291;2;0;3;1;3;2;4
1292;4;0;4;2;4;4;1
1293;4;1;4;2;1;1;3
1294;4;1;2;2;1;2;2
1295;2;1;1;4;2;1;1
1296;1;0;4;1;3;4;3
1297;3;1;4;2;1;1;2
1298;3;1;1;3;1;4;3
1299;1;0;3;2;4;4;4
1300;2;0;1;3;4;2;1
1301;3;0;1;3;3;4;3
1302;3;1;1;1;1;1;3
1303;2;0;3;2;3;3;2
1304;1;0;2;1;4;2;4
1305;4;1;1;3;4;3;2
1306;3;1;3;4;1;3;2
1307;1;0;3;3;3;1;3
1308;2;0;3;2;4;4;3
1309;1;0;3;2;3;3;4
1310;1;0;2;4;3;2;3
1311;3;1;1;1;2;2;1
1312;3;1;2;2;3;1;3
1313;2;0;4;3;4;4;4
1314;3;1;3;3;1;4;2
1315;2;0;1;1;1;2;1
1316;1;1;1;2;3;3;2
1317;3;1;3;2;1;2;2
1318;2;0;1;2;2;1;4
1319;4;0;2;3;2;4;1
1320;2;0;4;4;2;1;4
1321;4;1;1;3;4;4;1
1322;2;0;4;2;4;1;4
1323;4;1;3;2;3;3;4
1324;2;1;1;2;3;2;2
1325;3;0;4;3;1;4;4
1326;2;0;3;2;2;4;2
1327;2;1;4;3;2;1;4
1328;4;0;3;2;2;4;3
1329;3;1;4;1;3;4;3
1330;2;0;3;3;4;3;3
1331;1;0;1;1;2;2;3
1332;3;0;4;3;4;4;4
1333;3;0;3;1;1;3;2
1334;1;1;2;3;2;4;1
1335;1;0;3;1;4;4;2
1336;1;0;4;2;1;1;3
1337;4;0;4;3;3;1;3
1338;2;0;4;1;4;3;2
1339;2;0;4;4;3;4;1
1340;3;1;4;3;2;3;2
1341;3;1;2;2;1;3;2
1342;3;0;3;1;3;1;2
1343;1;0;4;1;3;3;3
1344;3;1;4;2;2;3;1
1345;1;0;2;1;4;3;1
1346;2;1;4;3;1;2;1
1347;3;0;3;2;4;1;3
1348;2;1;1;1;1;1;4
1349;4;1;1;2;1;3;2
1350;3;1;3;1;4;1;3
1351;2;0;4;3;3;4;1
1352;4;1;4;2;1;4;2
1353;4;1;3;1;1;1;3
1354;2;0;4;1;4;2;1
1355;3;0;1;2;1;2;2
1356;3;1;1;2;2;3;3
1357;3;0;2;3;4;1;4
1358;4;1;4;4;4;2;1
1359;2;0;2;1;4;3;1
1360;4;1;3;1;2;3;1
1361;1;1;3;1;1;3;1
1362;3;1;1;1;3;2;2
1363;3;1;1;2;3;1;4
1364;1;0;4;4;4;4;4
1365;2;1;1;2;3;2;3
1366;2;1;3;2;1;2;4
1367;2;0;1;1;3;3;4
1368;1;0;4;1;3;4;1
1369;4;1;3;4;3;2;1
1370;2;1;1;3;2;2;1
1371;4;1;3;3;2;1;4
1372;2;1;1;3;3;1;4
1373;4;1;1;1;4;3;1
1374;4;0;3;4;4;4;2
1375;4;1;2;3;1;3;1
1376;2;0;4;1;3;3;4
1377;2;1;1;1;2;4;3
1378;4;1;1;1;4;2;1
1379;2;0;3;3;2;3;3
1380;4;0;1;4;4;3;3
1381;1;0;4;1;1;4;3
1382;2;0;2;1;2;2;2
1383;4;1;2;1;1;3;2
1384;2;1;2;1;3;1;2
1385;2;0;2;3;1;2;3
1386;3;1;4;1;1;1;1
1387;1;0;2;3;3;3;2
1388;1;0;4;4;4;1;1
1389;4;1;3;4;3;3;4
1390;4;1;1;1;1;1;1
1391;1;0;3;3;1;1;2
1392;3;0;1;2;4;4;4
1393;3;1;3;2;1;4;4
1394;3;1;1;2;1;3;1
1395;4;1;3;3;2;1;4
1396;4;1;2;2;1;2;3
1397;1;0;3;4;3;2;1
1398;3;1;1;2;3;2;1
1399;2;1;2;2;3;1;3
1400;2;0;3;2;4;3;4
1401;1;0;2;2;4;2;3
1402;3;1;2;4;3;1;2
1403;3;1;4;1;2;4;2
1404;4;1;3;1;2;3;4
1405;4;0;4;1;3;4;3
1406;1;1;4;2;3;4;4
1407;2;1;2;2;1;1;1
1408;2;0;1;2;4;3;4
1409;2;0;1;1;2;2;1
1410;2;0;1;1;4;2;1
1411;2;0;3;3;4;3;2
1412;2;0;4;3;4;3;3
1413;1;0;1;3;3;3;4
1414;3;0;3;4;4;4;3
1415;3;0;4;4;3;2;4
1416;1;1;2;1;1;2;3
1417;3;1;4;2;1;2;1
1418;3;0;3;1;1;1;2
1419;4;1;3;2;2;4;2
1420;2;0;4;4;1;3;3
1421;3;1;3;2;1;1;3
1422;4;1;2;4;4;2;4
1423;1;0;4;1;1;3;3
1424;1;0;4;3;2;2;2
1425;2;1;2;4;4;1;3
1426;2;0;1;4;1;2;3
1427;2;0;4;1;2;1;3
1428;1;1;2;1;1;2;3
1429;2;1;1;1;2;2;1
1430;4;1;1;2;4;1;2
1431;4;1;2;1;1;3;3
1432;3;0;3;1;4;4;4
1433;4;1;1;2;1;1;1
1434;2;0;1;4;1;1;3
1435;2;1;3;2;2;4;3
1436;1;0;4;2;4;1;4
1437;4;1;2;3;2;2;1
1438;2;0;3;1;3;2;4
1439;1;0;2;3;3;3;2
1440;1;0;3;2;3;3;2
1441;1;0;2;3;3;4;4
1442;1;0;2;4;1;1;3
1443;1;0;1;2;1;4;4
1444;2;1;2;2;4;2;2
1445;4;1;1;4;3;4;4
1446;3;1;4;1;4;1;1
1447;4;1;1;1;3;2;4
1448;4;1;2;4;1;2;2
1449;2;0;3;2;4;2;2
1450;1;0;3;1;2;3;4
1451;1;0;1;1;1;4;2
1452;1;0;4;1;3;4;3
1453;2;0;1;1;3;2;1
1454;3;0;3;2;3;4;4
1455;2;0;2;2;3;1;3
1456;2;0;2;2;4;4;4
1457;3;1;4;2;3;2;2
1458;3;1;1;2;2;3;4
1459;3;1;3;3;2;2;2
1460;1;1;3;4;1;1;1
1461;1;1;1;4;2;1;2
1462;4;1;1;1;2;1;1
1463;3;1;1;1;2;2;1
1464;3;0;4;4;4;4;1
1465;4;0;2;4;2;4;2
1466;2;1;4;1;2;1;4
1467;3;1;3;1;2;2;1
1468;4;0;1;2;4;2;1
1469;3;1;2;1;1;2;1
1470;1;0;3;4;4;3;2
1471;1;0;3;2;2;4;1
1472;1;1;1;1;1;2;2
1473;3;0;4;2;4;1;4
1474;4;1;3;1;1;1;3
1475;4;1;1;3;1;1;1
1476;2;1;4;1;3;1;3
1477;4;1;2;1;4;1;3
1478;2;1;4;4;1;1;1
1479;3;1;1;3;3;1;4
1480;1;0;2;4;3;4;2
1481;4;0;4;2;3;2;3
1482;2;1;1;3;4;4;2
1483;3;1;2;1;2;2;2
1484;2;1;1;1;1;3;1
1485;4;1;3;2;3;4;4
1486;3;1;1;2;2;1;4
1487;1;0;1;2;3;4;2
1488;3;1;1;1;3;1;3
1489;2;0;2;2;3;4;1
1490;4;0;2;4;3;3;2
1491;2;0;1;2;4;1;4
1492;1;0;4;4;4;4;4
1493;1;0;4;3;4;4;4
1494;2;0;3;1;3;2;4
1495;4;0;4;2;4;4;1
1496;4;1;4;2;1;1;3
1497;4;1;2;2;1;2;2
1498;2;1;1;4;2;1;1
1499;1;0;4;1;3;4;3
1500;3;1;4;2;1;1;2
1501;3;1;1;3;1;4;3
1502;1;0;3;2;4;4;4
1503;2;0;1;3;4;2;1
1504;3;0;1;3;3;4;3
1505;3;1;1;1;1;1;3
1506;2;0;3;2;3;3;2
1507;1;0;2;1;4;2;4
1508;4;1;1;3;4;3;2
1509;3;1;3;4;1;3;2
1510;1;0;3;3;3;1;3
1511;2;0;3;2;4;4;3
1512;1;0;3;2;3;3;4
1513;1;0;2;4;3;2;3
1514;3;1;1;1;2;2;1
1515;3;1;2;2;3;1;3
1516;2;0;4;3;4;4;4
1517;3;1;3;3;1;4;2
1518;2;0;1;1;1;2;1
1519;1;1;1;2;3;3;2
1520;3;1;3;2;1;2;2
1521;2;0;1;2;2;1;4
1522;4;0;2;3;2;4;1
1523;2;0;4;4;2;1;4
1524;4;1;1;3;4;4;1
1525;2;0;4;2;4;1;4
1526;4;1;3;2;3;3;4
1527;2;1;1;2;3;2;2
1528;3;0;4;3;1;4;4
1529;2;0;3;2;2;4;2
1530;2;1;4;3;2;1;4
1531;4;0;3;2;2;4;3
1532;3;1;4;1;3;4;3
1533;2;0;3;3;4;3;3
1534;1;0;1;1;2;2;3
1535;3;0;4;3;4;4;4
1536;3;0;3;1;1;3;2
1537;1;1;2;3;2;4;1
1538;1;0;3;1;4;4;2
1539;1;0;4;2;1;1;3
1540;4;0;4;3;3;1;3
1541;2;0;4;1;4;3;2
1542;2;0;4;4;3;4;1
1543;3;1;4;3;2;3;2
1544;3;1;2;2;1;3;2
1545;3;0;3;1;3;1;2
1546;1;0;4;1;3;3;3
1547;3;1;4;2;2;3;1
1548;1;0;2;1;4;3;1
1549;2;1;4;3;1;2;1
1550;3;0;3;2;4;1;3
1551;2;1;1;1;1;1;4
1552;4;1;1;2;1;3;2
1553;3;1;3;1;4;1;3
1554;2;0;4;3;3;4;1
1555;4;1;4;2;1;4;2
1556;4;1;3;1;1;1;3
1557;2;0;4;1;4;2;1
1558;3;0;1;2;1;2;2
1559;3;1;1;2;2;3;3
1560;3;0;2;3;4;1;4
1561;4;1;4;4;4;2;1
1562;2;0;2;1;4;3;1
1563;4;1;3;1;2;3;1
1564;1;1;3;1;1;3;1
1565;3;1;1;1;3;2;2
1566;3;1;1;2;3;1;4
1567;1;0;4;4;4;4;4
1568;2;1;1;2;3;2;3
1569;2;1;3;2;1;2;4
1570;2;0;1;1;3;3;4
1571;1;0;4;1;3;4;1
1572;4;1;3;4;3;2;1
1573;2;1;1;3;2;2;1
1574;4;1;3;3;2;1;4
1575;2;1;1;3;3;1;4
1576;4;1;1;1;4;3;1
1577;4;0;3;4;4;4;2
1578;4;1;2;3;1;3;1
1579;2;0;4;1;3;3;4
1580;2;1;1;1;2;4;3
1581;4;1;1;1;4;2;1
1582;2;0;3;3;2;3;3
1583;4;0;1;4;4;3;3
1584;1;0;4;1;1;4;3
1585;2;0;2;1;2;2;2
1586;4;1;2;1;1;3;2
1587;2;1;2;1;3;1;2
1588;2;0;2;3;1;2;3
1589;3;1;4;1;1;1;1
1590;1;0;2;3;3;3;2
1591;1;0;4;4;4;1;1
1592;4;1;3;4;3;3;4
1593;4;1;1;1;1;1;1
1594;1;0;3;3;1;1;2
1595;3;0;1;2;4;4;4
1596;3;1;3;2;1;4;4
1597;3;1;1;2;1;3;1
1598;4;1;3;3;2;1;4
1599;4;1;2;2;1;2;3
1600;1;0;3;4;3;2;1
1601;3;1;1;2;3;2;1
1602;2;1;2;2;3;1;3
1603;2;0;3;2;4;3;4
1604;1;0;2;2;4;2;3
1605;3;1;2;4;3;1;2
1606;3;1;4;1;2;4;2
1607;4;1;3;1;2;3;4
1608;4;0;4;1;3;4;3
1609;1;1;4;2;3;4;4
1610;2;1;2;2;1;1;1
1611;2;0;1;2;4;3;4
1612;2;0;1;1;2;2;1
1613;2;0;1;1;4;2;1
1614;2;0;3;3;4;3;2
1615;2;0;4;3;4;3;3
1616;1;0;1;3;3;3;4
1617;3;0;3;4;4;4;3
1618;3;0;4;4;3;2;4
1619;1;1;2;1;1;2;3
1620;3;1;4;2;1;2;1
1621;3;0;3;1;1;1;2
1622;4;1;3;2;2;4;2
1623;2;0;4;4;1;3;3
1624;3;1;3;2;1;1;3
1625;4;1;2;4;4;2;4
1626;1;0;4;1;1;3;3
1627;1;0;4;3;2;2;2
1628;2;1;2;4;4;1;3
1629;2;0;1;4;1;2;3
1630;2;0;4;1;2;1;3
1631;1;1;2;1;1;2;3
1632;2;1;1;1;2;2;1
1633;4;1;1;2;4;1;2
1634;4;1;2;1;1;3;3
1635;3;0;3;1;4;4;4
1636;4;1;1;2;1;1;1
1637;2;0;1;4;1;1;3
1638;2;1;3;2;2;4;3
1639;1;0;4;2;4;1;4
1640;4;1;2;3;2;2;1
1641;2;0;3;1;3;2;4
1642;1;0;2;3;3;3;2
1643;1;0;3;2;3;3;2
1644;1;0;2;3;3;4;4
1645;1;0;2;4;1;1;3
1646;1;0;1;2;1;4;4
1647;2;1;2;2;4;2;2
1648;4;1;1;4;3;4;4
1649;3;1;4;1;4;1;1
1650;4;1;1;1;3;2;4
1651;4;1;2;4;1;2;2
1652;2;0;3;2;4;2;2
1653;1;0;3;1;2;3;4
1654;1;0;1;1;1;4;2
1655;1;0;4;1;3;4;3
1656;2;0;1;1;3;2;1
1657;3;0;3;2;3;4;4
1658;2;0;2;2;3;1;3
1659;2;0;2;2;4;4;4
1660;3;1;4;2;3;2;2
1661;3;1;1;2;2;3;4
1662;3;1;3;3;2;2;2
1663;1;1;3;4;1;1;1
1664;1;1;1;4;2;1;2
1665;4;1;1;1;2;1;1
1666;3;1;1;1;2;2;1
1667;3;0;4;4;4;4;1
1668;4;0;2;4;2;4;2
1669;2;1;4;1;2;1;4
1670;3;1;3;1;2;2;1
1671;4;0;1;2;4;2;1
1672;3;1;2;1;1;2;1
1673;1;0;3;4;4;3;2
1674;1;0;3;2;2;4;1
1675;1;1;1;1;1;2;2
1676;3;0;4;2;4;1;4
1677;4;1;3;1;1;1;3
1678;4;1;1;3;1;1;1
1679;2;1;4;1;3;1;3
1680;4;1;2;1;4;1;3
1681;2;1;4;4;1;1;1
1682;3;1;1;3;3;1;4
1683;1;0;2;4;3;4;2
1684;4;0;4;2;3;2;3
1685;2;1;1;3;4;4;2
1686;3;1;2;1;2;2;2
1687;2;1;1;1;1;3;1
1688;4;1;3;2;3;4;4
1689;3;1;1;2;2;1;4
1690;1;0;1;2;3;4;2
1691;3;1;1;1;3;1;3
1692;2;0;2;2;3;4;1
1693;4;0;2;4;3;3;2
1694;2;0;1;2;4;1;4
1695;1;0;4;4;4;4;4
1696;1;0;4;3;4;4;4
1697;2;0;3;1;3;2;4
